ParticipantID,ParticipantEmail,ParticipantFirstName,ParticipantLastName,ParticipantDOB,ParticipantRole,ParticipantPhone,ParticipantCity,ParticipantState,ParticipantZip,ParticipantSchoolOrEmployer,ParticipantFieldOfInterest,EventTemplateID,EventName,EventType,EventDescription,EventRecurrencePattern,EventDefaultCapacity,EventOccurrenceID,EventTemplateID.1,EventName.1,EventDateTimeStart,EventDateTimeEnd,EventLocation,EventCapacity,EventRegistrationDeadline,RegistrationID,ParticipantID.1,EventOccurrenceID.1,RegistrationStatus,RegistrationAttendedFlag,RegistrationCheckInTime,RegistrationCreatedAt,SurveyID,RegistrationID.1,SurveySatisfactionScore,SurveyUsefulnessScore,SurveyInstructorScore,SurveyRecommendationScore,SurveyOverallScore,SurveyNPSBucket,SurveyComments,SurveySubmissionDate,MilestoneID,ParticipantID.2,MilestoneTitle,MilestoneDate,DonationID,ParticipantID.3,DonationDate,DonationAmount
1095,hazel.scott1139@community.org,Hazel,Scott,2/16/2002 0:00,participant,801-478-4390,Bountiful,UT,84622,Westview High,STEM,,,,,,,1095,2,Robotics Lab Saturday,9/21/2024 10:00,9/21/2024 12:00,Local Library,100,9/14/2024 10:00,1095,661,750,attended,1,5/9/2024 10:21,4/17/2024 10:00,1095,1463,4,4,5,4,4.25,Passive,"At first, the data activity during Web Dev Bootcamp Night really clicked for me, it boosted my confidence more than I expected; It was useful overall! Honestly, the Python lab during Web Dev Bootcamp Night really clicked for me, the hands-on segment tied everything together! The web dev sprint during Web Dev Bootcamp Night really clicked for me, the hands-on segment tied everything together  especially for beginners! The web dev sprint during Web Dev Bootcamp Night really clicked for me, the organizers ran things smoothly even with a big crowd; It was useful overall.",9/14/2024 6:03,1095,802,Mentorship Program,11/9/2025,,,,
1096,savannah.moore1141@ellarises.org,Savannah,Moore,5/6/2003 0:00,participant,801-246-9741,Orem,UT,84230,BYU,STEM,,,,,,,1096,2,Robotics Lab Saturday,9/28/2024 10:00,9/28/2024 12:00,Local Library,100,9/21/2024 10:00,1096,661,472,attended,1,8/19/2025 10:27,8/5/2025 10:00,1096,1464,3,5,3,5,4,Promoter,"The sketch warmups during Intro to Painting Class really clicked for me, the organizers ran things smoothly even with a big crowd; I'd attend again with a clearer agenda! The sketch warmups during Intro to Painting Class really clicked for me, there were concrete examples I can reuse at school; It was useful overall. To be fair, it boosted my confidence more than I expected, the mixed-media project during Intro to Painting Class really clicked for me.",3/22/2024 0:23,1096,803,Mentorship Program,11/9/2025,,,,
1097,aria.moore1142@studentmail.org,Aria,Moore,9/17/2002 0:00,participant,801-252-5079,Layton,UT,84895,Cafe Rio,STEM,,,,,,,1097,2,Robotics Lab Saturday,10/5/2024 10:00,10/5/2024 12:00,Local Library,100,9/28/2024 10:00,1097,661,190,attended,1,9/15/2023 10:15,8/29/2023 10:00,1097,1465,5,4,5,4,4.5,Passive,"The mentors were down-to-earth and answered real questions, the Python lab during Robotics Lab Saturday really clicked for me.",12/18/2022 16:11,1097,804,Mentorship Program,11/9/2025,,,,
1098,ava.thompson1143@learners.net,Ava,Thompson,3/13/2014 0:00,participant,801-922-5326,Lehi,UT,84086,North Summit High,Arts,,,,,,,1098,2,Robotics Lab Saturday,11/9/2024 10:00,11/9/2024 12:00,Local Library,100,11/2/2024 10:00,1098,661,44,attended,1,10/22/2024 10:12,9/24/2024 10:00,1098,1466,5,5,5,5,5,Promoter,"I didn't expect this, but, I left with actionable next steps, the mentor roundtable during Girls in STEAM Mentoring really clicked for me.",8/14/2025 8:10,1098,805,Competition Award,3/11/2026,,,,
1099,savannah.lee1144@ellarises.org,Savannah,Lee,5/21/2014 0:00,participant,801-564-4592,Salt Lake City,UT,84844,BYU,STEM,,,,,,,1099,2,Robotics Lab Saturday,11/23/2024 10:00,11/23/2024 12:00,Virtual Zoom,100,11/16/2024 10:00,1099,662,751,attended,1,4/22/2025 10:25,4/19/2025 10:00,1099,1467,5,5,5,4,4.75,Passive,"The gallery walk during Intro to Painting Class really clicked for me, I left with actionable next steps; I'd definitely recommend this to a friend! I left with actionable next steps, the watercolor session during Intro to Painting Class really clicked for me.",3/9/2023 13:06,1099,806,Competition Award,3/11/2026,,,,
1100,william.white1147@studentmail.org,William,White,4/21/2008 0:00,participant,801-707-3973,Spanish Fork,UT,84096,North Summit High,STEM,,,,,,,1100,2,Robotics Lab Saturday,11/30/2024 10:00,11/30/2024 12:00,Ella Rises HQ,100,11/23/2024 10:00,1100,663,752,attended,1,5/15/2022 10:08,5/1/2022 10:00,1100,1468,4,5,5,4,4.5,Passive,"The organizers ran things smoothly even with a big crowd, the watercolor session during Intro to Painting Class really clicked for me  which surprised me in a good way. The gallery walk during Intro to Painting Class really clicked for me, the organizers ran things smoothly even with a big crowd; This was absolutely worth the time. The organizers ran things smoothly even with a big crowd, the mixed-media project during Intro to Painting Class really clicked for me. The pacing made complex ideas feel doable, the sketch warmups during Intro to Painting Class really clicked for me; This was absolutely worth the time.",9/4/2025 14:02,1100,807,BS in Mechanical Engineering,11/20/2022,,,,
1101,zoey.torres1148@community.org,Zoey,Torres,12/15/2004 0:00,participant,801-488-1344,Orem,UT,84664,North Summit High,STEM,,,,,,,1101,2,Robotics Lab Saturday,12/7/2024 10:00,12/7/2024 12:00,Community Center Room A,100,11/30/2024 10:00,1101,664,509,attended,1,7/24/2022 10:22,6/25/2022 10:00,1101,1471,4,4,5,4,4.25,Passive,"The goal-setting exercise during Mentor Office Hours really clicked for me, the organizers ran things smoothly even with a big crowd. To be fair, the mentors were down-to-earth and answered real questions, the resume clinic during Mentor Office Hours really clicked for me; It was useful overall.",4/7/2024 20:03,1101,807,Published Project,8/16/2022,,,,
1102,james.hill1149@studentmail.org,James,Hill,7/3/2003 0:00,participant,801-273-7986,Ogden,UT,84147,Mountain View High,Both,,,,,,,1102,2,Robotics Lab Saturday,12/14/2024 10:00,12/14/2024 12:00,Local Library,100,12/7/2024 10:00,1102,664,753,attended,1,9/3/2023 10:03,8/16/2023 10:00,1102,1472,4,5,5,4,4.5,Passive,"I didn't expect this, but, the panel Q&A during Mentor Office Hours really clicked for me, the mentors were down-to-earth and answered real questions  which surprised me in a good way. The mentor roundtable during Mentor Office Hours really clicked for me, I met people who want to collaborate on projects.",9/8/2025 15:00,1102,808,BS in Mechanical Engineering,11/20/2022,,,,
1103,liam.miller1150@studentmail.org,Liam,Miller,8/12/2006 0:00,participant,801-302-7191,Salt Lake City,UT,84618,Westview High,STEM,,,,,,,1103,2,Robotics Lab Saturday,12/28/2024 10:00,12/28/2024 12:00,Virtual Zoom,100,12/21/2024 10:00,1103,664,48,attended,1,4/15/2023 10:24,3/23/2023 10:00,1103,1474,5,5,5,4,4.75,Passive,"I didn't expect this, but, the goal-setting exercise during Mentor Office Hours really clicked for me, the hands-on segment tied everything together; I'd definitely recommend this to a friend.  which surprised me in a good way. At first, the mentors were down-to-earth and answered real questions, the mentor roundtable during Mentor Office Hours really clicked for me  which surprised me in a good way!",11/14/2021 20:13,1103,808,Published Project,8/16/2022,,,,
1104,olivia.williams1151@studentmail.org,Olivia,Williams,3/14/2001 0:00,participant,801-285-5385,West Jordan,UT,84789,Tech Apprenticeship,Both,,,,,,,1104,2,Robotics Lab Saturday,2/8/2025 10:00,2/8/2025 12:00,Local Library,100,2/1/2025 10:00,1104,665,108,attended,1,3/10/2024 10:20,2/19/2024 10:00,1104,1475,4,4,4,3,3.75,Detractor,"Not every topic applied to me, but I took notes for later, and the data activity was helpful during Robotics Lab Saturday. The room was a bit crowded, yet the content landed, and the data activity was helpful during Robotics Lab Saturday. I might recommend it depending on the topic.",6/25/2023 5:27,1104,809,BS in Mechanical Engineering,11/20/2022,,,,
1105,olivia.smith1152@ellarises.org,Olivia,Smith,7/16/2002 0:00,participant,801-924-2392,Lehi,UT,84874,North Summit High,Arts,,,,,,,1105,2,Robotics Lab Saturday,2/22/2025 10:00,2/22/2025 12:00,Virtual Zoom,100,2/15/2025 10:00,1105,666,60,attended,1,4/27/2024 10:22,4/9/2024 10:00,1105,1476,3,5,5,4,4.25,Passive,"The hands-on segment tied everything together, the resume clinic during Girls in STEAM Mentoring really clicked for me; I might recommend it depending on the topic. From my perspective, there were concrete examples I can reuse at school, the resume clinic during Girls in STEAM Mentoring really clicked for me  which surprised me in a good way.",1/27/2022 7:11,1105,809,Published Project,8/16/2022,,,,
1106,henry.hernandez1153@learners.net,Henry,Hernandez,4/3/1999 0:00,participant,801-358-4994,Lehi,UT,84491,Cafe Rio,Both,,,,,,,1106,2,Robotics Lab Saturday,3/22/2025 10:00,3/22/2025 12:00,Ella Rises HQ,100,3/15/2025 10:00,1106,666,754,attended,1,11/27/2024 10:14,11/26/2024 10:00,1106,1478,5,4,5,5,4.75,Promoter,"Surprisingly, the hands-on segment tied everything together, the panel Q&A during Mentor Office Hours really clicked for me. In my opinion, the mentors were down-to-earth and answered real questions, the networking breakouts during Mentor Office Hours really clicked for me; This pushed me to apply for a related program! I didn't expect this, but, I met people who want to collaborate on projects, the resume clinic during Mentor Office Hours really clicked for me; I left energized to keep learning.",6/20/2023 0:02,1106,810,High School Diploma,7/21/2030,,,,
1107,paisley.wright1154@ellarises.org,Paisley,Wright,3/20/2010 0:00,participant,801-245-2684,Salt Lake City,UT,84845,BYU,STEM,,,,,,,1107,2,Robotics Lab Saturday,3/29/2025 10:00,3/29/2025 12:00,Ella Rises HQ,100,3/22/2025 10:00,1107,667,755,attended,1,11/18/2021 10:26,11/2/2021 10:00,1107,1479,5,5,4,4,4.5,Passive,"The goal-setting exercise during Mentor Office Hours really clicked for me, the mentors were down-to-earth and answered real questions. In my opinion, the resume clinic during Mentor Office Hours really clicked for me, the hands-on segment tied everything together! Surprisingly, the panel Q&A during Mentor Office Hours really clicked for me, the organizers ran things smoothly even with a big crowd!",3/26/2024 8:27,1107,811,Internship,8/29/2023,,,,
1108,daniel.clark1155@studentmail.org,Daniel,Clark,1/31/2003 0:00,participant,801-429-1393,Salt Lake City,UT,84935,SLCC,Arts,,,,,,,1108,2,Robotics Lab Saturday,6/7/2025 10:00,6/7/2025 12:00,Ella Rises HQ,100,5/31/2025 10:00,1108,668,513,attended,1,5/27/2025 10:01,5/3/2025 10:00,1108,1480,5,5,5,5,5,Promoter,"From my perspective, the hands-on segment tied everything together, the resume clinic during Mentor Office Hours really clicked for me. The pacing made complex ideas feel doable, the networking breakouts during Mentor Office Hours really clicked for me. There were concrete examples I can reuse at school, the resume clinic during Mentor Office Hours really clicked for me; I left energized to keep learning.",2/13/2023 14:09,1108,812,Middle School Diploma,5/18/2022,,,,
1109,aria.thompson1156@learners.net,Aria,Thompson,5/27/2013 0:00,participant,801-900-7303,West Jordan,UT,84944,Startup Lab,Both,,,,,,,1109,2,Robotics Lab Saturday,6/14/2025 10:00,6/14/2025 12:00,Local Library,100,6/7/2025 10:00,1109,669,756,attended,1,1/15/2024 10:25,1/5/2024 10:00,1109,1482,4,5,4,3,4,Detractor,"The resume clinic during Girls in STEAM Mentoring really clicked for me, I met people who want to collaborate on projects. If I'm being honest, the networking breakouts during Girls in STEAM Mentoring really clicked for me, I met people who want to collaborate on projects; I'd attend again with a clearer agenda. The resume clinic during Girls in STEAM Mentoring really clicked for me, I met people who want to collaborate on projects.",8/1/2023 18:20,1109,812,AA in Art & Design,10/6/2026,,,,
1110,ella.young1157@studentmail.org,Ella,Young,1/6/2006 0:00,participant,801-304-5617,Logan,UT,84230,East Ridge Middle,Both,,,,,,,1110,2,Robotics Lab Saturday,7/5/2025 10:00,7/5/2025 12:00,Ella Rises HQ,100,6/28/2025 10:00,1110,670,474,attended,1,12/26/2021 10:26,12/13/2021 10:00,1110,1483,4,4,5,5,4.5,Promoter,"From my perspective, the pacing made complex ideas feel doable, the web dev sprint during Web Dev Bootcamp Night really clicked for me; I left energized to keep learning. (wish there had been more time). It boosted my confidence more than I expected, the coding challenges during Web Dev Bootcamp Night really clicked for me! From my perspective, the organizers ran things smoothly even with a big crowd, the web dev sprint during Web Dev Bootcamp Night really clicked for me.",5/18/2025 8:12,1110,813,Middle School Diploma,5/18/2022,,,,
1111,skylar.davis1158@learners.net,Skylar,Davis,12/29/2001 0:00,participant,801-244-3475,Ogden,UT,84918,SLCC,Both,,,,,,,1111,2,Robotics Lab Saturday,7/26/2025 10:00,7/26/2025 12:00,Community Center Room A,100,7/19/2025 10:00,1111,671,133,attended,1,10/8/2023 10:23,9/11/2023 10:00,1111,1484,4,4,4,5,4.25,Promoter,"Surprisingly, the networking breakouts during Girls in STEAM Mentoring really clicked for me, the hands-on segment tied everything together; I'm curious to see how the next session improves. Overall, the panel Q&A during Girls in STEAM Mentoring really clicked for me, I left with actionable next steps; I'd attend again with a clearer agenda.",10/8/2025 17:15,1111,813,AA in Art & Design,10/6/2026,,,,
1112,skylar.hill1159@studentmail.org,Skylar,Hill,1/6/2012 0:00,participant,801-883-5940,Taylorsville,UT,84154,Community Center,Arts,,,,,,,1112,2,Robotics Lab Saturday,9/6/2025 10:00,9/6/2025 12:00,Community Center Room A,100,8/30/2025 10:00,1112,671,757,attended,1,11/1/2024 10:01,10/7/2024 10:00,1112,1485,5,4,4,5,4.5,Promoter,"Overall, the Arduino demo during Web Dev Bootcamp Night really clicked for me, I met people who want to collaborate on projects! To be fair, the Python lab during Web Dev Bootcamp Night really clicked for me, the hands-on segment tied everything together  next time I'd bring a friend. Honestly, the mentors were down-to-earth and answered real questions, the data activity during Web Dev Bootcamp Night really clicked for me; I'd come again and bring a classmate next time.",10/19/2024 10:08,1112,814,High School Diploma,10/22/2024,,,,
1113,kennedy.miller1160@learners.net,Kennedy,Miller,12/15/2013 0:00,participant,801-577-5348,Spanish Fork,UT,84678,Retail Store,STEM,,,,,,,1113,2,Robotics Lab Saturday,9/13/2025 10:00,9/13/2025 12:00,Local Library,100,9/6/2025 10:00,1113,671,681,attended,1,5/23/2023 10:12,5/11/2023 10:00,1113,1487,4,4,4,5,4.25,Promoter,"The pacing made complex ideas feel doable, the resume clinic during Mentor Office Hours really clicked for me; I'd attend again with a clearer agenda. Surprisingly, the panel Q&A during Mentor Office Hours really clicked for me, I met people who want to collaborate on projects; I'd attend again with a clearer agenda.",5/26/2025 12:04,1113,815,MFA in Studio Arts,5/17/2031,,,,
1114,ava.martinez1161@studentmail.org,Ava,Martinez,3/7/2014 0:00,participant,801-599-8318,Lehi,UT,84152,Retail Store,Arts,,,,,,,1114,6,Data Science Study Group,12/8/2021 10:00,12/8/2021 12:00,Virtual Zoom,100,12/1/2021 10:00,1114,672,758,attended,1,8/5/2022 10:29,7/13/2022 10:00,1114,1488,4,4,4,3,3.75,Detractor,"At first, I knew parts of it already, but I still learned something, and the data activity was helpful during Data Science Study Group. I'm curious to see how the next session improves. Slides were dense, though the discussion helped, and the Python lab was helpful during Data Science Study Group.",4/14/2022 9:07,1114,816,MFA in Studio Arts,5/17/2031,,,,
1115,harper.davis1162@community.org,Harper,Davis,11/10/2000 0:00,participant,801-292-6292,Layton,UT,84149,North Summit High,Arts,,,,,,,1115,6,Data Science Study Group,12/29/2021 10:00,12/29/2021 12:00,Community Center Room A,100,12/22/2021 10:00,1115,673,759,attended,1,6/24/2025 10:20,6/7/2025 10:00,1115,1489,5,5,4,5,4.75,Promoter,"The hands-on segment tied everything together, the data activity during Data Science Study Group really clicked for me. In my opinion, the web dev sprint during Data Science Study Group really clicked for me, the organizers ran things smoothly even with a big crowd.",3/20/2024 14:18,1115,817,Software Engineer I,2/8/2031,,,,
1116,skylar.rodriguez1164@studentmail.org,Skylar,Rodriguez,1/31/2010 0:00,participant,801-762-9144,Bountiful,UT,84429,Cafe Rio,Arts,,,,,,,1116,6,Data Science Study Group,1/5/2022 10:00,1/5/2022 12:00,Ella Rises HQ,100,12/29/2021 10:00,1116,674,760,attended,1,2/11/2024 10:14,1/21/2024 10:00,1116,1491,4,4,5,5,4.5,Promoter,"The networking breakouts during Mentor Office Hours really clicked for me, the mentors were down-to-earth and answered real questions; I'd definitely recommend this to a friend.  next time I'd bring a friend! The networking breakouts during Mentor Office Hours really clicked for me, there were concrete examples I can reuse at school (snacks were a plus)! At first, it boosted my confidence more than I expected, the goal-setting exercise during Mentor Office Hours really clicked for me; This pushed me to apply for a related program. (snacks were a plus). Surprisingly, the panel Q&A during Mentor Office Hours really clicked for me, it boosted my confidence more than I expected; I'd definitely recommend this to a friend.  which surprised me in a good way.",12/16/2024 3:04,1116,818,Software Engineer I,2/8/2031,,,,
1117,sebastian.wright1165@studentmail.org,Sebastian,Wright,10/26/2009 0:00,participant,801-794-7911,Bountiful,UT,84086,Local Library,Both,,,,,,,1117,6,Data Science Study Group,1/19/2022 10:00,1/19/2022 12:00,Ella Rises HQ,100,1/12/2022 10:00,1117,675,690,attended,1,4/18/2024 10:25,4/4/2024 10:00,1117,1493,3,5,4,4,4,Passive,"By the end, the mixed-media project during Intro to Painting Class really clicked for me, it boosted my confidence more than I expected.",10/17/2024 22:24,1117,819,Mentorship Program,2/15/2022,,,,
1118,camila.davis1167@ellarises.org,Camila,Davis,8/11/2004 0:00,participant,801-997-3283,Draper,UT,84370,Mountain View High,STEM,,,,,,,1118,6,Data Science Study Group,2/23/2022 10:00,2/23/2022 12:00,Art Studio 2,100,2/16/2022 10:00,1118,675,125,attended,1,4/19/2025 10:03,4/15/2025 10:00,1118,1494,4,5,5,5,4.75,Promoter,"The Python lab during Data Science Study Group really clicked for me, the hands-on segment tied everything together; This pushed me to apply for a related program. The web dev sprint during Data Science Study Group really clicked for me, I met people who want to collaborate on projects; I'd definitely recommend this to a friend.",11/21/2024 16:01,1118,820,Retail Assistant,7/27/2023,,,,
1119,oliver.thomas1168@studentmail.org,Oliver,Thomas,8/18/2000 0:00,participant,801-964-3257,West Jordan,UT,84058,Art Studio,Both,,,,,,,1119,6,Data Science Study Group,3/23/2022 10:00,3/23/2022 12:00,Community Center Room A,100,3/16/2022 10:00,1119,676,761,attended,1,4/10/2025 10:27,4/5/2025 10:00,1119,1495,5,5,5,5,5,Promoter,"It boosted my confidence more than I expected, the resume clinic during Mentor Office Hours really clicked for me  especially for beginners. The goal-setting exercise during Mentor Office Hours really clicked for me, I met people who want to collaborate on projects; I'd come again and bring a classmate next time! The mentors were down-to-earth and answered real questions, the goal-setting exercise during Mentor Office Hours really clicked for me; I'd come again and bring a classmate next time.",5/20/2025 8:25,1119,820,BS in Computer Science,7/4/2034,,,,
1120,aria.harris1169@ellarises.org,Aria,Harris,11/12/2012 0:00,participant,801-255-2736,Taylorsville,UT,84381,Local Library,STEM,,,,,,,1120,6,Data Science Study Group,4/20/2022 10:00,4/20/2022 12:00,Art Studio 2,100,4/13/2022 10:00,1120,677,762,attended,1,2/17/2023 10:24,2/8/2023 10:00,1120,1496,4,3,5,4,4,Passive,"The organizers ran things smoothly even with a big crowd, the networking breakouts during Girls in STEAM Mentoring really clicked for me (wish there had been more time). The networking breakouts during Girls in STEAM Mentoring really clicked for me, the pacing made complex ideas feel doable. The panel Q&A during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd; I'd attend again with a clearer agenda.",5/14/2025 15:27,1120,821,Middle School Diploma,9/17/2023,,,,
1121,levi.hill1170@studentmail.org,Levi,Hill,10/10/1999 0:00,participant,801-574-3314,Salt Lake City,UT,84151,Valley Charter,STEM,,,,,,,1121,6,Data Science Study Group,4/27/2022 10:00,4/27/2022 12:00,Local Library,100,4/20/2022 10:00,1121,678,763,attended,1,8/15/2024 10:18,7/19/2024 10:00,1121,1497,4,4,5,5,4.5,Promoter,"I didn't expect this, but, the robot build during Robotics Lab Saturday really clicked for me, I left with actionable next steps; This pushed me to apply for a related program.  especially for beginners! I left with actionable next steps, the coding challenges during Robotics Lab Saturday really clicked for me; I left energized to keep learning. The coding challenges during Robotics Lab Saturday really clicked for me, there were concrete examples I can reuse at school.",3/10/2024 7:21,1121,822,Middle School Diploma,7/14/2025,,,,
1122,olivia.torres1171@community.org,Olivia,Torres,9/5/2014 0:00,participant,801-386-8696,St. George,UT,84784,North Summit High,Both,,,,,,,1122,6,Data Science Study Group,5/11/2022 10:00,5/11/2022 12:00,Art Studio 2,100,5/4/2022 10:00,1122,678,261,attended,1,6/15/2022 10:25,5/21/2022 10:00,1122,1498,3,5,4,4,4,Passive,"The color theory lesson during Intro to Painting Class really clicked for me, the hands-on segment tied everything together! The mixed-media project during Intro to Painting Class really clicked for me, there were concrete examples I can reuse at school. From my perspective, the watercolor session during Intro to Painting Class really clicked for me, it boosted my confidence more than I expected; I might recommend it depending on the topic!",10/14/2023 5:11,1122,823,Published Project,6/28/2023,,,,
1123,mason.martin1172@community.org,Mason,Martin,6/18/2012 0:00,participant,801-545-8274,Taylorsville,UT,84740,Art Studio,STEM,,,,,,,1123,6,Data Science Study Group,6/1/2022 10:00,6/1/2022 12:00,Art Studio 2,100,5/25/2022 10:00,1123,678,36,attended,1,4/21/2024 10:23,4/17/2024 10:00,1123,1499,5,4,5,5,4.75,Promoter,"The gallery walk during Intro to Painting Class really clicked for me, the mentors were down-to-earth and answered real questions; I left energized to keep learning.  especially for beginners. The sketch warmups during Intro to Painting Class really clicked for me, the organizers ran things smoothly even with a big crowd; This was absolutely worth the time. (wish there had been more time).",10/3/2025 23:13,1123,824,Published Project,6/28/2023,,,,
1124,aurora.davis1173@studentmail.org,Aurora,Davis,7/21/2011 0:00,participant,801-857-1526,Provo,UT,84903,Retail Store,STEM,,,,,,,1124,6,Data Science Study Group,7/13/2022 10:00,7/13/2022 12:00,Virtual Zoom,100,7/6/2022 10:00,1124,678,336,attended,1,6/15/2025 10:11,6/9/2025 10:00,1124,1500,4,5,5,5,4.75,Promoter,"The mentors were down-to-earth and answered real questions, the keynote talk during Ella Rises Annual Leadership Conference really clicked for me; I'd come again and bring a classmate next time. In my opinion, the breakout workshops during Ella Rises Annual Leadership Conference really clicked for me, there were concrete examples I can reuse at school; This pushed me to apply for a related program. I didn't expect this, but, it boosted my confidence more than I expected, the career fair during Ella Rises Annual Leadership Conference really clicked for me.",6/15/2024 11:05,1124,825,Software Engineer I,8/1/2030,,,,
1125,mateo.hernandez1174@ellarises.org,Mateo,Hernandez,6/6/2010 0:00,participant,801-633-8443,Bountiful,UT,84853,Art Studio,Arts,,,,,,,1125,6,Data Science Study Group,7/20/2022 10:00,7/20/2022 12:00,Art Studio 2,100,7/13/2022 10:00,1125,678,285,attended,1,11/19/2024 10:21,11/5/2024 10:00,1125,1501,4,4,4,5,4.25,Promoter,"In my opinion, it boosted my confidence more than I expected, the networking breakouts during Girls in STEAM Mentoring really clicked for me; It was useful overall. To be fair, the panel Q&A during Girls in STEAM Mentoring really clicked for me, the hands-on segment tied everything together.",6/19/2024 3:05,1125,825,Studio Assistant,8/1/2026,,,,
1126,mateo.martin1175@studentmail.org,Mateo,Martin,1/24/2000 0:00,participant,801-360-5453,Taylorsville,UT,84954,Cafe Rio,Arts,,,,,,,1126,6,Data Science Study Group,7/27/2022 10:00,7/27/2022 12:00,Community Center Room A,100,7/20/2022 10:00,1126,679,258,attended,1,1/2/2024 10:04,12/22/2023 10:00,1126,1502,4,5,4,5,4.5,Promoter,"The sketch warmups during Intro to Painting Class really clicked for me, I met people who want to collaborate on projects. I met people who want to collaborate on projects, the sketch warmups during Intro to Painting Class really clicked for me; This was absolutely worth the time.  especially for beginners.",9/25/2025 16:29,1126,826,Software Engineer I,8/1/2030,,,,
1127,ella.johnson0@learners.net,Ella,Johnson,3/6/1990 0:00,admin,801-342-2679,West Jordan,UT,84229,Ella Rises,Both,,,,,,,1127,6,Data Science Study Group,8/10/2022 10:00,8/10/2022 12:00,Community Center Room A,100,8/3/2022 10:00,1127,679,6,attended,1,11/5/2024 10:25,10/28/2024 10:00,1127,1503,4,5,5,5,4.75,Promoter,"The coding challenges during Robotics Lab Saturday really clicked for me, the organizers ran things smoothly even with a big crowd; I'd come again and bring a classmate next time. To be fair, the robot build during Robotics Lab Saturday really clicked for me, the pacing made complex ideas feel doable; This was absolutely worth the time. The mentors were down-to-earth and answered real questions, the Python lab during Robotics Lab Saturday really clicked for me; This was absolutely worth the time.",8/31/2025 8:04,1127,826,Studio Assistant,8/1/2026,,,,
1128,ethan.garcia1@community.org,Ethan,Garcia,3/20/1980 0:00,admin,801-295-4582,Provo,UT,84031,Ella Rises,Both,,,,,,,1128,6,Data Science Study Group,8/31/2022 10:00,8/31/2022 12:00,Art Studio 2,100,8/24/2022 10:00,1128,680,178,attended,1,3/17/2024 10:06,3/1/2024 10:00,1128,1506,3,3,5,5,4,Promoter,"At first, I met people who want to collaborate on projects, the mentor roundtable during Mentor Office Hours really clicked for me. I met people who want to collaborate on projects, the mentor roundtable during Mentor Office Hours really clicked for me. The panel Q&A during Mentor Office Hours really clicked for me, the mentors were down-to-earth and answered real questions; It was useful overall.",8/24/2025 13:11,1128,827,Software Engineer I,8/1/2030,,,,
1129,mateo.hill2@ellarises.org,Mateo,Hill,5/29/1984 0:00,admin,801-865-9928,Sandy,UT,84734,Ella Rises,Both,,,,,,,1129,6,Data Science Study Group,9/7/2022 10:00,9/7/2022 12:00,Ella Rises HQ,100,8/31/2022 10:00,1129,681,400,attended,1,5/29/2022 10:03,5/20/2022 10:00,1129,1508,5,5,5,4,4.75,Passive,"From my perspective, the mentors were down-to-earth and answered real questions, the Arduino demo during Robotics Lab Saturday really clicked for me; This was absolutely worth the time.  which surprised me in a good way! Honestly, the Arduino demo during Robotics Lab Saturday really clicked for me, the mentors were down-to-earth and answered real questions! From my perspective, the data activity during Robotics Lab Saturday really clicked for me, there were concrete examples I can reuse at school.",8/25/2024 2:25,1129,827,Studio Assistant,8/1/2026,,,,
1130,victoria.lewis3@learners.net,Victoria,Lewis,8/19/1982 0:00,admin,801-363-7924,Salt Lake City,UT,84778,Ella Rises,Both,,,,,,,1130,6,Data Science Study Group,9/28/2022 10:00,9/28/2022 12:00,Virtual Zoom,100,9/21/2022 10:00,1130,681,176,attended,1,3/2/2024 10:20,2/20/2024 10:00,1130,1510,5,5,5,5,5,Promoter,"The coding challenges during Data Science Study Group really clicked for me, there were concrete examples I can reuse at school! By the end, the mentors were down-to-earth and answered real questions, the Arduino demo during Data Science Study Group really clicked for me.",7/24/2025 4:06,1130,828,Software Engineer I,8/1/2030,,,,
1131,lucy.williams5@community.org,Lucy,Williams,5/20/2010 0:00,participant,801-587-2291,Logan,UT,84997,BYU,Both,,,,,,,1131,6,Data Science Study Group,10/26/2022 10:00,10/26/2022 12:00,Community Center Room A,100,10/19/2022 10:00,1131,682,216,attended,1,10/2/2022 10:02,9/9/2022 10:00,1131,1511,4,4,4,5,4.25,Promoter,"It boosted my confidence more than I expected, the panel Q&A during Girls in STEAM Mentoring really clicked for me (wish there had been more time). By the end, it boosted my confidence more than I expected, the panel Q&A during Girls in STEAM Mentoring really clicked for me. The panel Q&A during Girls in STEAM Mentoring really clicked for me, it boosted my confidence more than I expected.",9/18/2025 9:12,1131,828,Studio Assistant,8/1/2026,,,,
1132,penelope.robinson26@studentmail.org,Penelope,Robinson,2/19/1999 0:00,participant,801-763-2604,Ogden,UT,84454,Tech Apprenticeship,Both,,,,,,,1132,6,Data Science Study Group,11/16/2022 10:00,11/16/2022 12:00,Ella Rises HQ,100,11/9/2022 10:00,1132,683,764,attended,1,6/10/2025 10:28,5/26/2025 10:00,1132,1512,4,4,5,4,4.25,Passive,"I didn't expect this, but, the mentors were down-to-earth and answered real questions, the watercolor session during Monthly Art Studio Workshop really clicked for me; I might recommend it depending on the topic. The sketch warmups during Monthly Art Studio Workshop really clicked for me, I met people who want to collaborate on projects; I might recommend it depending on the topic. It boosted my confidence more than I expected, the color theory lesson during Monthly Art Studio Workshop really clicked for me; I'm curious to see how the next session improves.",10/16/2023 13:11,1132,829,Systems Analyst,8/5/2025,,,,
